exam,branch_raw,branch_clean,n_rows,n_colleges,status,existing_branch_id,suggested_primary_branch,note
CollegeFees,"Computer Science (4 Years, Bachelor of Technology)","Computer Science (4 Years, Bachelor of Technology)",11,1,already in branch sheet,CSIT026,Computer Science And Engineering,
CollegeFees,"Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))","Computer Science Engineering (Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",10,2,already in branch sheet,CSIT021,Computer Science And Engineering,
CollegeFees,"Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)","Computer Science Engineering (Artificial lntelligence and Machine Learning) (4 Years, Bachelor of Technology)",12,2,already in branch sheet,CSIT030,Computer Science And Engineering,
CollegeFees,"Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)","Computer Science Engineering (Data Science and Analytics) (4 Years, Bachelor of Technology)",7,1,already in branch sheet,CSIT031,Computer Science And Engineering,
CollegeFees,"Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))","Computer Science Engineering (Data Science) (4 Years, B. Tech / B. Tech (Hons.))",11,2,already in branch sheet,CSIT022,Computer Science And Engineering,
CollegeFees,"Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)","Computer Science Engineering (Human Computer lnteraction and Gaming Technology) (4 Years, Bachelor of Technology)",7,1,already in branch sheet,CSIT034,Computer Science And Engineering,
CollegeFees,"Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)","Computer Science and Artificial Intelligence (4 Years, Bachelor of Technology)",13,1,already in branch sheet,CSIT023,Computer Science And Engineering,
CollegeFees,"Computer Science and Business (4 Years, Bachelor of Technology)","Computer Science and Business (4 Years, Bachelor of Technology)",13,1,already in branch sheet,CSIT027,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)",13,1,already in branch sheet,CSIT018,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Computer Science and Engineering (4 Years, Bachelor of Technology)",1118,96,already in branch sheet,CSIT013,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",75,8,already in branch sheet,CSIT014,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)","Computer Science and Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",7,1,already in branch sheet,CSIT024,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)","Computer Science and Engineering (Cyber Physical System) (4 Years, Bachelor of Technology)",5,1,already in branch sheet,CSIT038,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)","Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)",12,2,already in branch sheet,CSIT028,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)","Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)",11,2,already in branch sheet,CSIT032,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))","Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence) (4 Years, B. Tech / B. Tech (Hons.))",6,1,already in branch sheet,CSIT037,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)","Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)",19,2,already in branch sheet,CSIT025,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))","Computer Science and Engineering with Specialization in Cyber Security (5 Years, Bachelor and Master of Technology (Dual Degree))",9,1,already in branch sheet,CSIT020,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))","Computer Science and Engineering with Specialization in Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",10,1,already in branch sheet,CSIT019,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","Computer Science and Engineering with specialization in Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)",17,2,already in branch sheet,CSIT029,Computer Science And Engineering,
CollegeFees,"Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)","Computer Science and Engineering with specialization in Cyber Security (4 Years, Bachelor of Technology)",18,2,already in branch sheet,CSIT033,Computer Science And Engineering,
CollegeFees,"Dairy Engineering (4 Years, Bachelor of Technology)","Dairy Engineering (4 Years, Bachelor of Technology)",5,1,already in branch sheet,DAIRYENG001,Dairy Engineering,
CollegeFees,"Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",50,5,already in branch sheet,AIML006,Artificial Intelligence,
CollegeFees,"Data Science and Engineering (4 Years, Bachelor of Technology)","Data Science and Engineering (4 Years, Bachelor of Technology)",32,3,already in branch sheet,AIML005,Data Science,
CollegeFees,"Earth Sciences (4 Years, Bachelor of Science)","Earth Sciences (4 Years, Bachelor of Science)",10,1,already in branch sheet,EARTHSCI001,Earth Science And Engineering,
CollegeFees,"Economics (4 Years, Bachelor of Science)","Economics (4 Years, Bachelor of Science)",41,4,already in branch sheet,ECON001,Economics,
CollegeFees,"Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","Economics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",9,1,already in branch sheet,ECON002,Economics,
CollegeFees,"Electrical Engineering (4 Years, Bachelor of Technology)","Electrical Engineering (4 Years, Bachelor of Technology)",504,50,already in branch sheet,ELEC007,Electrical Engineering,
CollegeFees,"Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",28,3,already in branch sheet,ELEC010,Electrical Engineering,
CollegeFees,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)","Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",9,1,already in branch sheet,ELEC013,Electrical Engineering,
CollegeFees,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)","Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",13,1,already in branch sheet,ELEC008,Electrical Engineering,
CollegeFees,"Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering with M.Tech. in Power Electronics (5 Years, Bachelor and Master of Technology (Dual Degree))",10,1,already in branch sheet,ELEC014,Electrical Engineering,
CollegeFees,"Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Electrical Engineering with Specialization In Power System Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",10,1,already in branch sheet,ELEC027,Electrical Engineering,
CollegeFees,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",195,19,already in branch sheet,ELEC016,Electrical And Electronics Engineering,
CollegeFees,"Electronic Engineering (4 Years, Bachelor of Technology)","Electronic Engineering (4 Years, Bachelor of Technology)",6,1,already in branch sheet,ELEC038,Electrical Engineering,
CollegeFees,"Electronics Engineering (4 Years, Bachelor of Technology)","Electronics Engineering (4 Years, Bachelor of Technology)",13,1,already in branch sheet,ELEC012,Electrical Engineering,
CollegeFees,"Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)","Electronics Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",4,1,already in branch sheet,ELEC031,Electrical Engineering,
CollegeFees,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",752,75,already in branch sheet,ELEC009,Electronics And Communications Engineering,
CollegeFees,"Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",20,3,already in branch sheet,ELEC030,Electronics And Communications Engineering,
CollegeFees,"Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)","Electronics and Communication Engineering (Avionics) (4 Years, Bachelor of Technology)",5,1,already in branch sheet,ELEC042,Electronics And Communications Engineering,
CollegeFees,"Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)","Electronics and Communication Engineering (Internet of Things) (4 Years, Bachelor of Technology)",7,1,already in branch sheet,ELEC034,Electronics And Communications Engineering,
CollegeFees,"Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)",12,1,already in branch sheet,ELEC023,Electronics And Communications Engineering,
CollegeFees,"Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))","Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things) (4 Years, B. Tech / B. Tech (Hons.))",7,1,already in branch sheet,ELEC035,Electronics And Communications Engineering,
CollegeFees,"Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))","Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",8,1,already in branch sheet,ELEC026,Electronics And Communications Engineering,
CollegeFees,"Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","Electronics and Communication Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",10,1,already in branch sheet,ELEC033,Electronics And Communications Engineering,
CollegeFees,"Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)","Electronics and Communication Engineering with specialization in VLSI and Embedded Systems (4 Years, Bachelor of Technology)",5,1,already in branch sheet,ELEC037,Electronics And Communications Engineering,
CollegeFees,"Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)","Electronics and Electrical Communication Engineering (4 Years, Bachelor of Technology)",15,1,already in branch sheet,ELEC006,Electronics And Communications Engineering,
CollegeFees,"Electronics and Electrical Engineering (4 Years, Bachelor of Technology)","Electronics and Electrical Engineering (4 Years, Bachelor of Technology)",12,1,already in branch sheet,ELEC011,Electrical And Electronics Engineering,
CollegeFees,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)","Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",46,5,already in branch sheet,ELEC024,Electrical And Electronics Engineering,
CollegeFees,"Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)","Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)",18,2,already in branch sheet,ELEC032,Electronics And Communications Engineering,
CollegeFees,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",20,2,already in branch sheet,ELEC028,Electrical And Electronics Engineering,
CollegeFees,"Energy Engineering (4 Years, Bachelor of Technology)","Energy Engineering (4 Years, Bachelor of Technology)",45,5,already in branch sheet,ENERGYENG001,Energy Engineering,
CollegeFees,"Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))",11,1,already in branch sheet,ENGDES001,Engineering Design,
CollegeFees,"Engineering Physics (4 Years, Bachelor of Technology)","Engineering Physics (4 Years, Bachelor of Technology)",163,17,already in branch sheet,ENGPHY001,Engineering Physics,
CollegeFees,"Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))","Engineering Physics (5 Years, Bachelor and Master of Technology (Dual Degree))",14,2,already in branch sheet,ENGPHY002,Engineering Physics,
CollegeFees,"Engineering Science (4 Years, Bachelor of Technology)","Engineering Science (4 Years, Bachelor of Technology)",10,1,already in branch sheet,ENGSCI001,Engineering Science,
CollegeFees,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",21,2,already in branch sheet,MECHENG004,Mechanical Engineering ,
CollegeFees,"Environmental Engineering (4 Years, Bachelor of Technology)","Environmental Engineering (4 Years, Bachelor of Technology)",10,1,already in branch sheet,ENVENG002,Environmental Engineering,
CollegeFees,"Environmental Science and Engineering (4 Years, Bachelor of Technology)","Environmental Science and Engineering (4 Years, Bachelor of Technology)",11,1,already in branch sheet,ENVENG001,Environmental Engineering,
CollegeFees,"Exploration Geophysics (4 Years, Bachelor of Science)","Exploration Geophysics (4 Years, Bachelor of Science)",10,1,already in branch sheet,GEO006,Geophysics,
CollegeFees,"Fashion and Apparel Engineering (4 Years, Bachelor of Technology)","Fashion and Apparel Engineering (4 Years, Bachelor of Technology)",5,1,already in branch sheet,TEXTILE004,Textile Engineering,
CollegeFees,"Food Engineering and Technology (4 Years, Bachelor of Technology)","Food Engineering and Technology (4 Years, Bachelor of Technology)",21,4,already in branch sheet,FOODENG002,Food Engineering,
CollegeFees,"Food Process Engineering (4 Years, Bachelor of Technology)","Food Process Engineering (4 Years, Bachelor of Technology)",8,1,already in branch sheet,FOODENG001,Food Engineering,
CollegeFees,"Food Technology (4 Years, Bachelor of Technology)","Food Technology (4 Years, Bachelor of Technology)",17,3,already in branch sheet,FOODENG004,Food Engineering,
CollegeFees,"Food Technology and Management (4 Years, Bachelor of Technology)","Food Technology and Management (4 Years, Bachelor of Technology)",6,1,already in branch sheet,FOODENG003,Food Engineering,
CollegeFees,"Geological Technology (5 Years, Integrated Master of Technology)","Geological Technology (5 Years, Integrated Master of Technology)",10,1,already in branch sheet,GEO003,Geological Technology,
CollegeFees,"Geophysical Technology (5 Years, Integrated Master of Technology)","Geophysical Technology (5 Years, Integrated Master of Technology)",10,1,already in branch sheet,GEO004,Geological Technology,
CollegeFees,"Handloom and Textile Technology (4 Years, Bachelor of Technology)","Handloom and Textile Technology (4 Years, Bachelor of Technology)",10,2,already in branch sheet,TEXTILE003,Textile Engineering,
CollegeFees,INDUSTRIAL DESIGN,INDUSTRIAL DESIGN,1,1,already in branch sheet,INDENG002,Industrial / Manufacturing / Production Engineering,
CollegeFees,INDUSTRIAL IOT,INDUSTRIAL IOT,1,1,already in branch sheet,INDENG014,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Industrial Chemistry (4 Years, Bachelor of Technology)","Industrial Chemistry (4 Years, Bachelor of Technology)",18,2,already in branch sheet,INDCHEM001,Industrial Chemistry,
CollegeFees,"Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))","Industrial Chemistry (5 Years, Bachelor and Master of Technology (Dual Degree))",8,1,already in branch sheet,INDCHEM002,Industrial Chemistry,
CollegeFees,"Industrial Design (4 Years, Bachelor of Technology)","Industrial Design (4 Years, Bachelor of Technology)",7,1,already in branch sheet,INDENG009,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)","Industrial Engineering and Operations Research (4 Years, Bachelor of Technology)",11,1,already in branch sheet,INDENG004,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Industrial Internet of Things (4 Years, Bachelor of Technology)","Industrial Internet of Things (4 Years, Bachelor of Technology)",12,1,already in branch sheet,INDENG008,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Industrial and Production Engineering (4 Years, Bachelor of Technology)",16,2,already in branch sheet,INDENG010,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Industrial and Systems Engineering (4 Years, Bachelor of Technology)","Industrial and Systems Engineering (4 Years, Bachelor of Technology)",11,1,already in branch sheet,INDENG005,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Information Technology (4 Years, Bachelor of Technology)","Information Technology (4 Years, Bachelor of Technology)",159,17,already in branch sheet,CSIT005,Information Technology,
CollegeFees,"Information Technology-Business Informatics (4 Years, Bachelor of Technology)","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",12,1,already in branch sheet,CSIT007,Information Technology,
CollegeFees,"Instrumentation Engineering (4 Years, Bachelor of Technology)","Instrumentation Engineering (4 Years, Bachelor of Technology)",14,2,already in branch sheet,INSTRENG001,Instrumentation Engineering,
CollegeFees,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",30,3,already in branch sheet,INSTRENG002,Instrumentation Engineering,
CollegeFees,"Integrated B. Tech. - M. Tech in Civil Engineering (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech. - M. Tech in Civil Engineering (5 Years, Integrated B. Tech. and M. Tech.)",5,1,already in branch sheet,CIVILENG010,Civil Engineering,
CollegeFees,"Integrated B. Tech. - M. Tech in Computer Science & Engineering (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech. - M. Tech in Computer Science & Engineering (5 Years, Integrated B. Tech. and M. Tech.)",5,1,already in branch sheet,CSIT039,Computer Science And Engineering,
CollegeFees,"Integrated B. Tech. - M. Tech in Electrical Engineering (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech. - M. Tech in Electrical Engineering (5 Years, Integrated B. Tech. and M. Tech.)",6,1,already in branch sheet,ELEC039,Electrical Engineering,
CollegeFees,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",13,1,already in branch sheet,CSIT008,Information Technology,
CollegeFees,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)","Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",13,1,already in branch sheet,CSIT006,Information Technology,
CollegeFees,"Integrated B. Tech.- M. Tech in Metallurgical & Materials Engineering (5 Years, Integrated B. Tech. and M. Tech.)","Integrated B. Tech.- M. Tech in Metallurgical & Materials Engineering (5 Years, Integrated B. Tech. and M. Tech.)",5,1,already in branch sheet,MEMS016,Metallurgy Engineering And Material Science,
CollegeFees,"Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)",9,1,already in branch sheet,ELEC015,Electrical Engineering,
CollegeFees,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))","Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",9,1,already in branch sheet,GENSCI003,Science,
CollegeFees,"Life Science (5 Years, Integrated Master of Science)","Life Science (5 Years, Integrated Master of Science)",7,1,already in branch sheet,LIFESCI001,Life Science,
CollegeFees,MECHANICAL ENGINEERING,MECHANICAL ENGINEERING,196,22,already in branch sheet,MECHENG018,Mechanical Engineering ,
CollegeFees,"Manufacturing Science and Engineering (4 Years, Bachelor of Technology)","Manufacturing Science and Engineering (4 Years, Bachelor of Technology)",10,1,already in branch sheet,INDENG020,Industrial / Manufacturing / Production Engineering,
CollegeFees,"Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Material Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",6,1,already in branch sheet,MEMS011,Metallurgy Engineering And Material Science,
CollegeFees,"Materials Engineering (4 Years, Bachelor of Technology)","Materials Engineering (4 Years, Bachelor of Technology)",49,5,already in branch sheet,MEMS003,Metallurgy Engineering And Material Science,
CollegeFees,"Materials Engineering (5 Years, Integrated Master of Technology)","Materials Engineering (5 Years, Integrated Master of Technology)",7,1,already in branch sheet,MEMS015,Metallurgy Engineering And Material Science,
CollegeFees,"Materials Science and Engineering (4 Years, Bachelor of Technology)","Materials Science and Engineering (4 Years, Bachelor of Technology)",31,3,already in branch sheet,MEMS004,Metallurgy Engineering And Material Science,
CollegeFees,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)","Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",28,3,already in branch sheet,MEMS005,Metallurgy Engineering And Material Science,
CollegeFees,"Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","Materials Science and Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",8,1,already in branch sheet,MEMS009,Metallurgy Engineering And Material Science,
CollegeFees,"Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))","Mathematics & Computing (5 Years, Bachelor of Science and Master of Science (Dual Degree))",18,2,already in branch sheet,MNC005,Mathematics And Computing,
CollegeFees,"Mathematics (5 Years, Integrated Master of Science)","Mathematics (5 Years, Integrated Master of Science)",26,4,already in branch sheet,MATH002,Mathematics,
CollegeFees,"Mathematics and Computing (4 Years, Bachelor of Science)","Mathematics and Computing (4 Years, Bachelor of Science)",12,1,already in branch sheet,MNC002,Mathematics And Computing,
CollegeFees,"Mathematics and Computing (4 Years, Bachelor of Technology)","Mathematics and Computing (4 Years, Bachelor of Technology)",186,19,already in branch sheet,MNC001,Mathematics And Computing,
CollegeFees,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))","Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",21,2,already in branch sheet,MNC003,Mathematics And Computing,
CollegeFees,"Mathematics and Computing (5 Years, Integrated Master of Science)","Mathematics and Computing (5 Years, Integrated Master of Science)",6,1,already in branch sheet,MNC010,Mathematics And Computing,
CollegeFees,"Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","Mathematics and Computing Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",5,1,already in branch sheet,MNC009,Mathematics And Computing,
CollegeFees,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))","Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",9,1,already in branch sheet,AIML009,Data Science,
CollegeFees,"Mathematics and Scientific Computing (4 Years, Bachelor of Science)","Mathematics and Scientific Computing (4 Years, Bachelor of Science)",13,1,already in branch sheet,MNC004,Mathematics And Computing,
CollegeFees,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)","Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",9,1,already in branch sheet,MNC012,Mathematics And Computing,
CollegeFees,"Mechanical Engineering (4 Years, Bachelor of Technology)","Mechanical Engineering (4 Years, Bachelor of Technology)",687,68,already in branch sheet,MECHENG003,Mechanical Engineering ,
CollegeFees,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",29,4,already in branch sheet,MECHENG005,Mechanical Engineering ,
CollegeFees,"Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",9,1,already in branch sheet,MECHENG008,Mechanical Engineering ,
CollegeFees,"Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)","Mechanical Engineering with specialization in Design and Manufacturing (4 Years, Bachelor of Technology)",10,1,already in branch sheet,MECHENG012,Mechanical Engineering ,
CollegeFees,"Mechatronics Engineering (4 Years, Bachelor of Technology)","Mechatronics Engineering (4 Years, Bachelor of Technology)",14,2,already in branch sheet,MECHENG010,Mechanical Engineering ,
CollegeFees,"Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)","Mechatronics and Automation Engineering (4 Years, Bachelor of Technology)",17,2,already in branch sheet,MECHENG009,Mechanical Engineering ,
CollegeFees,"Metallurgical Engineering (4 Years, Bachelor of Technology)","Metallurgical Engineering (4 Years, Bachelor of Technology)",10,1,already in branch sheet,MEMS007,Metallurgy Engineering And Material Science,
CollegeFees,"Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Metallurgical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",9,1,already in branch sheet,MEMS008,Metallurgy Engineering And Material Science,
CollegeFees,"Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)","Metallurgical Engineering and Materials Science (4 Years, Bachelor of Technology)",21,2,already in branch sheet,MEMS001,Metallurgy Engineering And Material Science,
CollegeFees,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",181,17,already in branch sheet,MEMS002,Metallurgy Engineering And Material Science,
CollegeFees,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",5,1,already in branch sheet,MEMS012,Metallurgy Engineering And Material Science,
CollegeFees,"Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)","Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)",21,2,already in branch sheet,MEMS014,Metallurgy Engineering And Material Science,
CollegeFees,"Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)","Microelectronics & VLSI Engineering (4 Years, Bachelor of Technology)",10,1,already in branch sheet,ELEC029,Electronics And Communications Engineering,
CollegeFees,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)","Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",9,1,already in branch sheet,MEMS013,Metallurgy Engineering And Material Science,
CollegeFees,"Mining Engineering (4 Years, Bachelor of Technology)","Mining Engineering (4 Years, Bachelor of Technology)",77,8,already in branch sheet,MININGENG001,Mining Engineering,
CollegeFees,"Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",14,2,already in branch sheet,MININGENG002,Mining Engineering,
CollegeFees,"Mining Machinery Engineering (4 Years, Bachelor of Technology)","Mining Machinery Engineering (4 Years, Bachelor of Technology)",9,1,already in branch sheet,MININGENG003,Mining Engineering,
CollegeFees,"Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)",12,1,already in branch sheet,MARINE005,Ocean Engineering,
CollegeFees,"Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)","Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)",10,1,already in branch sheet,MARINE006,Ocean Engineering,
CollegeFees,"Petroleum Engineering (4 Years, Bachelor of Technology)","Petroleum Engineering (4 Years, Bachelor of Technology)",11,1,already in branch sheet,PETROLENG001,Petroleum Engineering,
CollegeFees,"Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)","Pharmaceutical Engineering & Technology (4 Years, Bachelor of Technology)",10,1,already in branch sheet,PHARMAENG001,Pharmaceutical Engineering,
CollegeFees,"Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))","Pharmaceutical Engineering & Technology (5 Years, Bachelor and Master of Technology (Dual Degree))",7,1,already in branch sheet,PHARMAENG002,Pharmaceutical Engineering,
CollegeFees,"Physics (4 Years, Bachelor of Science)","Physics (4 Years, Bachelor of Science)",21,2,already in branch sheet,PHYSICS002,Physics,
CollegeFees,"Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))",21,3,already in branch sheet,PHYSICS003,Physics,
CollegeFees,"Physics (5 Years, Integrated Master of Science)","Physics (5 Years, Integrated Master of Science)",32,5,already in branch sheet,PHYSICS005,Physics,
CollegeFees,"Physics with Specialization (4 Years, Bachelor of Science)","Physics with Specialization (4 Years, Bachelor of Science)",8,1,already in branch sheet,PHYSICS004,Physics,
